"Step","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/OlympiadBench__MAX"
"448","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.17830609212481427","0.17830609212481427","0.17830609212481427"
"452","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.1738484398216939","0.1738484398216939","0.1738484398216939","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.1649331352154532","0.1649331352154532","0.1649331352154532"
"456","0.20208023774145617","0.20208023774145617","0.20208023774145617","0.16939078751857356","0.16939078751857356","0.16939078751857356","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.18722139673105498","0.18722139673105498","0.18722139673105498"
"460","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.19167904903417535","0.19167904903417535","0.19167904903417535"
"464","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.16196136701337296","0.16196136701337296","0.16196136701337296","0.17830609212481427","0.17830609212481427","0.17830609212481427"
"468","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.15601783060921248","0.15601783060921248","0.15601783060921248","0.16344725111441308","0.16344725111441308","0.16344725111441308"
"472","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.1976225854383358","0.1976225854383358","0.1976225854383358","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.1961367013372957","0.1961367013372957","0.1961367013372957"
"476","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.1887072808320951","0.1887072808320951","0.1887072808320951"
"480","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.1664190193164933","0.1664190193164933","0.1664190193164933","0.17533432392273401","0.17533432392273401","0.17533432392273401"
"484","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.1589895988112927","0.1589895988112927","0.1589895988112927","","","","0.16344725111441308","0.16344725111441308","0.16344725111441308"
"488","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.18573551263001487","0.18573551263001487","0.18573551263001487","","","","0.1827637444279346","0.1827637444279346","0.1827637444279346"
"492","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.17830609212481427","0.17830609212481427","0.17830609212481427","","","","0.17682020802377416","0.17682020802377416","0.17682020802377416"
"496","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.1738484398216939","0.1738484398216939","0.1738484398216939","","","","","",""
"500","0.19910846953937592","0.19910846953937592","0.19910846953937592","0.1812778603268945","0.1812778603268945","0.1812778603268945","","","","","",""
"504","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.19910846953937592","0.19910846953937592","0.19910846953937592","","","","","",""
"508","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.1887072808320951","0.1887072808320951","0.1887072808320951","","","","","",""
"512","0.16790490341753342","0.16790490341753342","0.16790490341753342","0.17533432392273401","0.17533432392273401","0.17533432392273401","","","","","",""
"516","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.17682020802377416","","","","","",""
"520","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.17533432392273401","0.17533432392273401","0.17533432392273401","","","","","",""
"524","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.1649331352154532","0.1649331352154532","0.1649331352154532","","","","","",""
"528","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.1827637444279346","0.1827637444279346","0.1827637444279346","","","","","",""
"532","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.17682020802377416","0.17682020802377416","0.17682020802377416","","","","","",""
"536","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.2065378900445765","0.2065378900445765","0.2065378900445765","","","","","",""
"540","0.1738484398216939","0.1738484398216939","0.1738484398216939","0.17830609212481427","0.17830609212481427","0.17830609212481427","","","","","",""
"544","0.1976225854383358","0.1976225854383358","0.1976225854383358","0.19167904903417535","0.19167904903417535","0.19167904903417535","","","","","",""
"548","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1961367013372957","","","","","",""
"552","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1887072808320951","0.1887072808320951","0.1887072808320951","","","","","",""
"556","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.18722139673105498","0.18722139673105498","0.18722139673105498","","","","","",""
"560","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.19465081723625557","0.19465081723625557","0.19465081723625557","","","","","",""
"564","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.18722139673105498","0.18722139673105498","0.18722139673105498","","","","","",""
"568","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.1976225854383358","0.1976225854383358","0.1976225854383358","","","","","",""
"572","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.20356612184249628","0.20356612184249628","0.20356612184249628","","","","","",""
"576","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.2050520059435364","0.2050520059435364","0.2050520059435364","","","","","",""
"580","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.1976225854383358","0.1976225854383358","0.1976225854383358","","","","","",""
"584","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.1901931649331352","0.1901931649331352","0.1901931649331352","","","","","",""
"588","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.19316493313521546","0.19316493313521546","0.19316493313521546","","","","","",""
"592","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.18722139673105498","0.18722139673105498","0.18722139673105498","","","","","",""
"596","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.16939078751857356","0.16939078751857356","0.16939078751857356","","","","","",""
"600","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.18424962852897475","0.18424962852897475","0.18424962852897475","","","","","",""
"604","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.17533432392273401","0.17533432392273401","0.17533432392273401","","","","","",""
"608","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.18722139673105498","0.18722139673105498","0.18722139673105498","","","","","",""
"612","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.19316493313521546","","","","","",""
"616","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.1887072808320951","0.1887072808320951","0.1887072808320951","","","","","",""
"620","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.1812778603268945","","","","","",""
"624","0.19910846953937592","0.19910846953937592","0.19910846953937592","0.1887072808320951","0.1887072808320951","0.1887072808320951","","","","","",""
"628","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.1901931649331352","0.1901931649331352","0.1901931649331352","","","","","",""
"632","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.16939078751857356","0.16939078751857356","0.16939078751857356","","","","","",""
"636","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.1887072808320951","0.1887072808320951","0.1887072808320951","","","","","",""
"640","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.18573551263001487","0.18573551263001487","0.18573551263001487","","","","","",""
"644","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.16939078751857356","0.16939078751857356","0.16939078751857356","","","","","",""
"648","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.1827637444279346","0.1827637444279346","0.1827637444279346","","","","","",""
"652","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.16939078751857356","0.16939078751857356","0.16939078751857356","","","","","",""
"656","0.212481426448737","0.212481426448737","0.212481426448737","0.17087667161961367","0.17087667161961367","0.17087667161961367","","","","","",""
"660","0.20208023774145617","0.20208023774145617","0.20208023774145617","0.1827637444279346","0.1827637444279346","0.1827637444279346","","","","","",""
"664","0.19910846953937592","0.19910846953937592","0.19910846953937592","0.19316493313521546","0.19316493313521546","0.19316493313521546","","","","","",""
"668","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.1723625557206538","0.1723625557206538","0.1723625557206538","","","","","",""
"672","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.18424962852897475","0.18424962852897475","0.18424962852897475","","","","","",""
"676","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.1723625557206538","0.1723625557206538","0.1723625557206538","","","","","",""
"680","0.1887072808320951","0.1887072808320951","0.1887072808320951","0.2050520059435364","0.2050520059435364","0.2050520059435364","","","","","",""
"684","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.17979197622585438","","","","","",""
"688","0.19167904903417535","0.19167904903417535","0.19167904903417535","0.1738484398216939","0.1738484398216939","0.1738484398216939","","","","","",""
"692","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.17979197622585438","0.17979197622585438","0.17979197622585438","","","","","",""
"696","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.17682020802377416","0.17682020802377416","0.17682020802377416","","","","","",""
"700","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.16790490341753342","0.16790490341753342","0.16790490341753342","","","","","",""
"704","0.19167904903417535","0.19167904903417535","0.19167904903417535","0.16939078751857356","0.16939078751857356","0.16939078751857356","","","","","",""
"708","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.17979197622585438","0.17979197622585438","0.17979197622585438","","","","","",""
"712","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.17830609212481427","0.17830609212481427","0.17830609212481427","","","","","",""
"716","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.16196136701337296","0.16196136701337296","0.16196136701337296","","","","","",""
"720","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.1575037147102526","0.1575037147102526","0.1575037147102526","","","","","",""
"724","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.1664190193164933","0.1664190193164933","0.1664190193164933","","","","","",""
"728","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.1827637444279346","0.1827637444279346","0.1827637444279346","","","","","",""
"732","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.16939078751857356","0.16939078751857356","0.16939078751857356","","","","","",""
"736","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.17087667161961367","0.17087667161961367","0.17087667161961367","","","","","",""
"740","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.18573551263001487","0.18573551263001487","0.18573551263001487","","","","","",""
"744","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.16344725111441308","0.16344725111441308","0.16344725111441308","","","","","",""
"748","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.15304606240713226","0.15304606240713226","0.15304606240713226","","","","","",""
"752","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.16344725111441308","0.16344725111441308","0.16344725111441308","","","","","",""
"756","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.1515601783060921","0.1515601783060921","0.1515601783060921","","","","","",""
"760","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.18424962852897475","0.18424962852897475","0.18424962852897475","","","","","",""
"764","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.1812778603268945","0.1812778603268945","0.1812778603268945","","","","","",""
"768","0.1901931649331352","0.1901931649331352","0.1901931649331352","0.17682020802377416","0.17682020802377416","0.17682020802377416","","","","","",""
"772","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.18424962852897475","0.18424962852897475","0.18424962852897475","","","","","",""
"776","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.16939078751857356","0.16939078751857356","0.16939078751857356","","","","","",""
"780","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.17533432392273401","0.17533432392273401","0.17533432392273401","","","","","",""
"784","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.17979197622585438","0.17979197622585438","0.17979197622585438","","","","","",""
"788","0.17533432392273401","0.17533432392273401","0.17533432392273401","0.17979197622585438","0.17979197622585438","0.17979197622585438","","","","","",""
"792","0.1723625557206538","0.1723625557206538","0.1723625557206538","0.15304606240713226","0.15304606240713226","0.15304606240713226","","","","","",""
"796","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.1738484398216939","0.1738484398216939","0.1738484398216939","","","","","",""
"800","0.1738484398216939","0.1738484398216939","0.1738484398216939","0.1887072808320951","0.1887072808320951","0.1887072808320951","","","","","",""
"804","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.18424962852897475","0.18424962852897475","0.18424962852897475","","","","","",""
"808","0.1723625557206538","0.1723625557206538","0.1723625557206538","0.1827637444279346","0.1827637444279346","0.1827637444279346","","","","","",""
"812","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.16344725111441308","0.16344725111441308","0.16344725111441308","","","","","",""
"816","0.16344725111441308","0.16344725111441308","0.16344725111441308","0.17533432392273401","0.17533432392273401","0.17533432392273401","","","","","",""
"820","0.17087667161961367","0.17087667161961367","0.17087667161961367","0.1827637444279346","0.1827637444279346","0.1827637444279346","","","","","",""
"824","0.16790490341753342","0.16790490341753342","0.16790490341753342","0.1887072808320951","0.1887072808320951","0.1887072808320951","","","","","",""
"828","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.17979197622585438","0.17979197622585438","","","","","",""
"832","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.1812778603268945","0.1812778603268945","0.1812778603268945","","","","","",""
"836","0.16344725111441308","0.16344725111441308","0.16344725111441308","","","","","","","","",""
"840","0.1812778603268945","0.1812778603268945","0.1812778603268945","","","","","","","","",""
"844","0.1887072808320951","0.1887072808320951","0.1887072808320951","","","","","","","","",""
"848","0.18573551263001487","0.18573551263001487","0.18573551263001487","","","","","","","","",""
"852","0.17830609212481427","0.17830609212481427","0.17830609212481427","","","","","","","","",""
