"Step","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.040.10B_math.8k_0413_1104 - val/test_score/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.030.10B_math.8k_0413_1048 - val/test_score/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.010.10B_math.8k_0413_0050 - val/test_score/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/GSM8k","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.omi.020.10B_math.8k_0413_0050 - val/test_score/GSM8k__MAX"
"456","0.821076573161486","0.821076573161486","0.821076573161486","0.8089461713419257","0.8089461713419257","0.8089461713419257","0.775587566338135","0.775587566338135","0.775587566338135","0.8081880212282032","0.8081880212282032","0.8081880212282032"
"460","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8028809704321456","0.8028809704321456","0.8028809704321456","0.7702805155420773","0.7702805155420773","0.7702805155420773","0.8021228203184231","0.8021228203184231","0.8021228203184231"
"464","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8051554207733131","0.8051554207733131","0.8051554207733131","0.7763457164518575","0.7763457164518575","0.7763457164518575","0.8112206216830933","0.8112206216830933","0.8112206216830933"
"468","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8157695223654283","0.8157695223654283","0.8157695223654283","0.7725549658832449","0.7725549658832449","0.7725549658832449","0.8134950720242609","0.8134950720242609","0.8134950720242609"
"472","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8150113722517058","0.8150113722517058","0.8150113722517058","0.7778620166793025","0.7778620166793025","0.7778620166793025","0.821076573161486","0.821076573161486","0.821076573161486"
"476","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.7922668688400303","0.7922668688400303","0.7922668688400303","0.7687642153146323","0.7687642153146323","0.7687642153146323","0.819560272934041","0.819560272934041","0.819560272934041"
"480","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8081880212282032","0.8081880212282032","0.8081880212282032","0.7710386656557998","0.7710386656557998","0.7710386656557998","0.8097043214556482","0.8097043214556482","0.8097043214556482"
"484","0.8347232752084913","0.8347232752084913","0.8347232752084913","0.800606520090978","0.800606520090978","0.800606520090978","","","","0.8028809704321456","0.8028809704321456","0.8028809704321456"
"488","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8043972706595905","0.8043972706595905","0.8043972706595905","","","","0.8066717210007581","0.8066717210007581","0.8066717210007581"
"492","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8043972706595905","0.8043972706595905","0.8043972706595905","","","","0.796057619408643","0.796057619408643","0.796057619408643"
"496","0.8332069749810462","0.8332069749810462","0.8332069749810462","0.8036391205458681","0.8036391205458681","0.8036391205458681","","","","","",""
"500","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8074298711144806","0.8074298711144806","0.8074298711144806","","","","","",""
"504","0.8309325246398787","0.8309325246398787","0.8309325246398787","0.8112206216830933","0.8112206216830933","0.8112206216830933","","","","","",""
"508","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.800606520090978","0.800606520090978","0.800606520090978","","","","","",""
"512","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8013646702047005","0.8013646702047005","0.8013646702047005","","","","","",""
"516","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8013646702047005","0.8013646702047005","0.8013646702047005","","","","","",""
"520","0.8369977255496588","0.8369977255496588","0.8369977255496588","0.8097043214556482","0.8097043214556482","0.8097043214556482","","","","","",""
"524","0.8354814253222138","0.8354814253222138","0.8354814253222138","0.8112206216830933","0.8112206216830933","0.8112206216830933","","","","","",""
"528","0.8423047763457164","0.8423047763457164","0.8423047763457164","0.8074298711144806","0.8074298711144806","0.8074298711144806","","","","","",""
"532","0.8369977255496588","0.8369977255496588","0.8369977255496588","0.8089461713419257","0.8089461713419257","0.8089461713419257","","","","","",""
"536","0.8385140257771039","0.8385140257771039","0.8385140257771039","0.8066717210007581","0.8066717210007581","0.8066717210007581","","","","","",""
"540","0.8438210765731615","0.8438210765731615","0.8438210765731615","0.8127369219105383","0.8127369219105383","0.8127369219105383","","","","","",""
"544","0.846095526914329","0.846095526914329","0.846095526914329","0.8081880212282032","0.8081880212282032","0.8081880212282032","","","","","",""
"548","0.8400303260045489","0.8400303260045489","0.8400303260045489","0.821076573161486","0.821076573161486","0.821076573161486","","","","","",""
"552","0.8392721758908264","0.8392721758908264","0.8392721758908264","0.8127369219105383","0.8127369219105383","0.8127369219105383","","","","","",""
"556","0.8354814253222138","0.8354814253222138","0.8354814253222138","0.8059135708870356","0.8059135708870356","0.8059135708870356","","","","","",""
"560","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8097043214556482","0.8097043214556482","0.8097043214556482","","","","","",""
"564","0.8225928733889311","0.8225928733889311","0.8225928733889311","0.8043972706595905","0.8043972706595905","0.8043972706595905","","","","","",""
"568","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.7983320697498104","0.7983320697498104","0.7983320697498104","","","","","",""
"572","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8089461713419257","0.8089461713419257","0.8089461713419257","","","","","",""
"576","0.8339651250947687","0.8339651250947687","0.8339651250947687","0.8081880212282032","0.8081880212282032","0.8081880212282032","","","","","",""
"580","0.8316906747536013","0.8316906747536013","0.8316906747536013","0.8104624715693708","0.8104624715693708","0.8104624715693708","","","","","",""
"584","0.8400303260045489","0.8400303260045489","0.8400303260045489","0.8013646702047005","0.8013646702047005","0.8013646702047005","","","","","",""
"588","0.8362395754359363","0.8362395754359363","0.8362395754359363","0.8157695223654283","0.8157695223654283","0.8157695223654283","","","","","",""
"592","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8142532221379833","0.8142532221379833","0.8142532221379833","","","","","",""
"596","0.8354814253222138","0.8354814253222138","0.8354814253222138","0.8066717210007581","0.8066717210007581","0.8066717210007581","","","","","",""
"600","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8112206216830933","0.8112206216830933","0.8112206216830933","","","","","",""
"604","0.8385140257771039","0.8385140257771039","0.8385140257771039","0.8134950720242609","0.8134950720242609","0.8134950720242609","","","","","",""
"608","0.8400303260045489","0.8400303260045489","0.8400303260045489","0.8021228203184231","0.8021228203184231","0.8021228203184231","","","","","",""
"612","0.8354814253222138","0.8354814253222138","0.8354814253222138","0.8028809704321456","0.8028809704321456","0.8028809704321456","","","","","",""
"616","0.8385140257771039","0.8385140257771039","0.8385140257771039","0.8059135708870356","0.8059135708870356","0.8059135708870356","","","","","",""
"620","0.8392721758908264","0.8392721758908264","0.8392721758908264","0.800606520090978","0.800606520090978","0.800606520090978","","","","","",""
"624","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8021228203184231","0.8021228203184231","0.8021228203184231","","","","","",""
"628","0.824109173616376","0.824109173616376","0.824109173616376","0.8028809704321456","0.8028809704321456","0.8028809704321456","","","","","",""
"632","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.8066717210007581","0.8066717210007581","0.8066717210007581","","","","","",""
"636","0.8332069749810462","0.8332069749810462","0.8332069749810462","0.8059135708870356","0.8059135708870356","0.8059135708870356","","","","","",""
"640","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.800606520090978","0.800606520090978","0.800606520090978","","","","","",""
"644","0.8400303260045489","0.8400303260045489","0.8400303260045489","0.8036391205458681","0.8036391205458681","0.8036391205458681","","","","","",""
"648","0.8316906747536013","0.8316906747536013","0.8316906747536013","0.8043972706595905","0.8043972706595905","0.8043972706595905","","","","","",""
"652","0.8309325246398787","0.8309325246398787","0.8309325246398787","0.8036391205458681","0.8036391205458681","0.8036391205458681","","","","","",""
"656","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8028809704321456","0.8028809704321456","0.8028809704321456","","","","","",""
"660","0.8263836239575436","0.8263836239575436","0.8263836239575436","0.8104624715693708","0.8104624715693708","0.8104624715693708","","","","","",""
"664","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.800606520090978","0.800606520090978","0.800606520090978","","","","","",""
"668","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8059135708870356","0.8059135708870356","0.8059135708870356","","","","","",""
"672","0.8309325246398787","0.8309325246398787","0.8309325246398787","0.8028809704321456","0.8028809704321456","0.8028809704321456","","","","","",""
"676","0.8324488248673237","0.8324488248673237","0.8324488248673237","0.8127369219105383","0.8127369219105383","0.8127369219105383","","","","","",""
"680","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.7945413191811979","0.7945413191811979","0.7945413191811979","","","","","",""
"684","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.7968157695223654","0.7968157695223654","0.7968157695223654","","","","","",""
"688","0.8309325246398787","0.8309325246398787","0.8309325246398787","0.7854435178165277","0.7854435178165277","0.7854435178165277","","","","","",""
"692","0.8316906747536013","0.8316906747536013","0.8316906747536013","0.796057619408643","0.796057619408643","0.796057619408643","","","","","",""
"696","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.7915087187263078","0.7915087187263078","0.7915087187263078","","","","","",""
"700","0.8309325246398787","0.8309325246398787","0.8309325246398787","0.7922668688400303","0.7922668688400303","0.7922668688400303","","","","","",""
"704","0.8332069749810462","0.8332069749810462","0.8332069749810462","0.7983320697498104","0.7983320697498104","0.7983320697498104","","","","","",""
"708","0.8294162244124337","0.8294162244124337","0.8294162244124337","0.8021228203184231","0.8021228203184231","0.8021228203184231","","","","","",""
"712","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8013646702047005","0.8013646702047005","0.8013646702047005","","","","","",""
"716","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.7983320697498104","0.7983320697498104","0.7983320697498104","","","","","",""
"720","0.821076573161486","0.821076573161486","0.821076573161486","0.8051554207733131","0.8051554207733131","0.8051554207733131","","","","","",""
"724","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.7998483699772555","0.7998483699772555","0.7998483699772555","","","","","",""
"728","0.819560272934041","0.819560272934041","0.819560272934041","0.7930250189537529","0.7930250189537529","0.7930250189537529","","","","","",""
"732","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.7975739196360879","0.7975739196360879","0.7975739196360879","","","","","",""
"736","0.8150113722517058","0.8150113722517058","0.8150113722517058","0.8066717210007581","0.8066717210007581","0.8066717210007581","","","","","",""
"740","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.8081880212282032","0.8081880212282032","0.8081880212282032","","","","","",""
"744","0.8112206216830933","0.8112206216830933","0.8112206216830933","0.7915087187263078","0.7915087187263078","0.7915087187263078","","","","","",""
"748","0.8172858225928734","0.8172858225928734","0.8172858225928734","0.8036391205458681","0.8036391205458681","0.8036391205458681","","","","","",""
"752","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8089461713419257","0.8089461713419257","0.8089461713419257","","","","","",""
"756","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8097043214556482","0.8097043214556482","0.8097043214556482","","","","","",""
"760","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8051554207733131","0.8051554207733131","0.8051554207733131","","","","","",""
"764","0.8256254738438211","0.8256254738438211","0.8256254738438211","0.8059135708870356","0.8059135708870356","0.8059135708870356","","","","","",""
"768","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.8172858225928734","0.8172858225928734","0.8172858225928734","","","","","",""
"772","0.8278999241849886","0.8278999241849886","0.8278999241849886","0.8188021228203184","0.8188021228203184","0.8188021228203184","","","","","",""
"776","0.819560272934041","0.819560272934041","0.819560272934041","0.8081880212282032","0.8081880212282032","0.8081880212282032","","","","","",""
"780","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8180439727065959","0.8180439727065959","0.8180439727065959","","","","","",""
"784","0.8301743745261562","0.8301743745261562","0.8301743745261562","0.8172858225928734","0.8172858225928734","0.8172858225928734","","","","","",""
"788","0.8248673237300985","0.8248673237300985","0.8248673237300985","0.8180439727065959","0.8180439727065959","0.8180439727065959","","","","","",""
"792","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8104624715693708","0.8104624715693708","0.8104624715693708","","","","","",""
"796","0.8271417740712661","0.8271417740712661","0.8271417740712661","0.8127369219105383","0.8127369219105383","0.8127369219105383","","","","","",""
"800","0.821076573161486","0.821076573161486","0.821076573161486","0.8036391205458681","0.8036391205458681","0.8036391205458681","","","","","",""
"804","0.8286580742987112","0.8286580742987112","0.8286580742987112","0.8081880212282032","0.8081880212282032","0.8081880212282032","","","","","",""
"808","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.7975739196360879","0.7975739196360879","0.7975739196360879","","","","","",""
"812","0.824109173616376","0.824109173616376","0.824109173616376","0.8097043214556482","0.8097043214556482","0.8097043214556482","","","","","",""
"816","0.824109173616376","0.824109173616376","0.824109173616376","0.8089461713419257","0.8089461713419257","0.8089461713419257","","","","","",""
"820","0.819560272934041","0.819560272934041","0.819560272934041","0.8089461713419257","0.8089461713419257","0.8089461713419257","","","","","",""
"824","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8066717210007581","0.8066717210007581","0.8066717210007581","","","","","",""
"828","0.8324488248673237","0.8324488248673237","0.8324488248673237","0.8036391205458681","0.8036391205458681","0.8036391205458681","","","","","",""
"832","0.8203184230477635","0.8203184230477635","0.8203184230477635","0.8134950720242609","0.8134950720242609","0.8134950720242609","","","","","",""
"836","0.8157695223654283","0.8157695223654283","0.8157695223654283","","","","","","","","",""
"840","0.8157695223654283","0.8157695223654283","0.8157695223654283","","","","","","","","",""
"844","0.821076573161486","0.821076573161486","0.821076573161486","","","","","","","","",""
"848","0.8225928733889311","0.8225928733889311","0.8225928733889311","","","","","","","","",""
"852","0.8278999241849886","0.8278999241849886","0.8278999241849886","","","","","","","","",""
